Date,Public Health Unit,Cases by episode date,7 day rolling average: Cases by episode date,Cases rate by episode date,Cases by reported date,7 day rolling average: Cases by reported date,Cases rate by reported date,Hospitalizations by episode date,Hospitalizations rate by episode date,Hospitalizations by reported date,Hospalizations rate by reported date,Deaths,Deaths rate
"September 10, 2021",Huron Perth Health Unit,8,5,5.5,3,5,2.1,0,0,0,0,1,0.7
"September 11, 2021",Huron Perth Health Unit,7,6,4.8,5,5,3.4,1,0.7,0,0,0,0
"September 12, 2021",Huron Perth Health Unit,4,6,2.7,3,5,2.1,0,0,0,0,1,0.7
"September 13, 2021",Huron Perth Health Unit,4,6,2.7,4,5,2.7,0,0,0,0,1,0.7
"September 14, 2021",Huron Perth Health Unit,4,6,2.7,5,5,3.4,1,0.7,0,0,1,0.7
"September 15, 2021",Huron Perth Health Unit,2,5,1.4,7,5,4.8,0,0,1,0.7,0,0
"September 16, 2021",Huron Perth Health Unit,1,5,0.7,3,4,2.1,0,0,0,0,0,0
"September 17, 2021",Huron Perth Health Unit,9,4,6.2,4,4,2.7,1,0.7,1,0.7,0,0
"September 18, 2021",Huron Perth Health Unit,3,4,2.1,3,4,2.1,1,0.7,1,0.7,0,0
"September 19, 2021",Huron Perth Health Unit,9,4,6.2,8,4,5.5,1,0.7,2,1.4,0,0
"September 20, 2021",Huron Perth Health Unit,4,5,2.7,3,5,2.1,0,0,0,0,0,0
"September 21, 2021",Huron Perth Health Unit,2,5,1.4,3,5,2.1,0,0,0,0,0,0
"September 22, 2021",Huron Perth Health Unit,8,4,5.5,9,4,6.2,1,0.7,0,0,0,0
"September 23, 2021",Huron Perth Health Unit,7,5,4.8,3,5,2.1,0,0,2,1.4,0,0
"September 24, 2021",Huron Perth Health Unit,4,6,2.7,11,5,7.5,0,0,0,0,0,0
"September 25, 2021",Huron Perth Health Unit,4,5,2.7,4,6,2.7,0,0,1,0.7,0,0
"September 26, 2021",Huron Perth Health Unit,4,5,2.7,5,6,3.4,0,0,0,0,0,0
"September 27, 2021",Huron Perth Health Unit,18,5,12.3,5,5,3.4,2,1.4,0,0,0,0
"September 28, 2021",Huron Perth Health Unit,10,7,6.8,3,6,2.1,0,0,0,0,0,0
"September 29, 2021",Huron Perth Health Unit,8,8,5.5,8,6,5.5,0,0,0,0,0,0
"September 30, 2021",Huron Perth Health Unit,10,8,6.8,7,6,4.8,0,0,0,0,0,0
"October 1, 2021",Huron Perth Health Unit,8,8,5.5,8,6,5.5,0,0,1,0.7,0,0
"October 2, 2021",Huron Perth Health Unit,4,9,2.7,6,6,4.1,0,0,0,0,0,0
"October 3, 2021",Huron Perth Health Unit,6,9,4.1,12,6,8.2,0,0,0,0,0,0
"October 4, 2021",Huron Perth Health Unit,2,9,1.4,2,7,1.4,0,0,0,0,0,0
"October 5, 2021",Huron Perth Health Unit,8,7,5.5,7,7,4.8,0,0,0,0,0,0
"October 6, 2021",Huron Perth Health Unit,7,7,4.8,11,7,7.5,1,0.7,0,0,0,0
"October 7, 2021",Huron Perth Health Unit,5,6,3.4,6,8,4.1,0,0,0,0,0,0
"October 8, 2021",Huron Perth Health Unit,2,6,1.4,5,7,3.4,0,0,0,0,0,0
"October 9, 2021",Huron Perth Health Unit,5,5,3.4,6,7,4.1,0,0,0,0,0,0
"October 10, 2021",Huron Perth Health Unit,4,5,2.7,8,7,5.5,0,0,0,0,1,0.7
"October 11, 2021",Huron Perth Health Unit,5,5,3.4,0,6,0,0,0,0,0,0,0
"October 12, 2021",Huron Perth Health Unit,7,5,4.8,5,6,3.4,0,0,0,0,0,0
"October 13, 2021",Huron Perth Health Unit,3,5,2.1,0,6,0,0,0,0,0,0,0
"October 14, 2021",Huron Perth Health Unit,1,4,0.7,12,4,8.2,0,0,1,0.7,0,0
"October 15, 2021",Huron Perth Health Unit,4,4,2.7,6,5,4.1,1,0.7,0,0,0,0
"October 16, 2021",Huron Perth Health Unit,1,4,0.7,5,5,3.4,0,0,0,0,0,0
"October 17, 2021",Huron Perth Health Unit,2,4,1.4,6,5,4.1,1,0.7,2,1.4,0,0
"October 18, 2021",Huron Perth Health Unit,1,3,0.7,2,5,1.4,0,0,0,0,0,0
"October 19, 2021",Huron Perth Health Unit,3,3,2.1,2,5,1.4,0,0,0,0,1,0.7
"October 20, 2021",Huron Perth Health Unit,6,2,4.1,1,5,0.7,0,0,0,0,0,0
"October 21, 2021",Huron Perth Health Unit,3,3,2.1,5,5,3.4,0,0,0,0,0,0
"October 22, 2021",Huron Perth Health Unit,8,3,5.5,1,4,0.7,0,0,0,0,0,0
"October 23, 2021",Huron Perth Health Unit,4,3,2.7,2,3,1.4,0,0,0,0,0,0
"October 24, 2021",Huron Perth Health Unit,1,4,0.7,6,3,4.1,1,0.7,0,0,0,0
"October 25, 2021",Huron Perth Health Unit,5,4,3.4,4,3,2.7,0,0,1,0.7,0,0
"October 26, 2021",Huron Perth Health Unit,7,4,4.8,1,3,0.7,0,0,0,0,0,0
"October 27, 2021",Huron Perth Health Unit,11,5,7.5,7,3,4.8,3,2.1,0,0,0,0
"October 28, 2021",Huron Perth Health Unit,10,6,6.8,8,4,5.5,1,0.7,0,0,0,0
"October 29, 2021",Huron Perth Health Unit,4,7,2.7,7,4,4.8,0,0,0,0,0,0
"October 30, 2021",Huron Perth Health Unit,4,6,2.7,5,5,3.4,1,0.7,0,0,0,0
"October 31, 2021",Huron Perth Health Unit,3,6,2.1,3,5,2.1,0,0,1,0.7,0,0
"November 1, 2021",Huron Perth Health Unit,12,6,8.2,1,5,0.7,0,0,0,0,0,0
"November 2, 2021",Huron Perth Health Unit,7,7,4.8,5,5,3.4,1,0.7,1,0.7,0,0
"November 3, 2021",Huron Perth Health Unit,11,7,7.5,8,5,5.5,0,0,2,1.4,0,0
"November 4, 2021",Huron Perth Health Unit,6,7,4.1,7,5,4.8,0,0,0,0,0,0
"November 5, 2021",Huron Perth Health Unit,8,7,5.5,12,5,8.2,2,1.4,0,0,0,0
"November 6, 2021",Huron Perth Health Unit,9,7,6.2,8,6,5.5,0,0,1,0.7,0,0
"November 7, 2021",Huron Perth Health Unit,7,8,4.8,5,6,3.4,0,0,0,0,0,0
"November 8, 2021",Huron Perth Health Unit,10,9,6.8,3,7,2.1,1,0.7,1,0.7,0,0
"November 9, 2021",Huron Perth Health Unit,8,8,5.5,13,7,8.9,0,0,1,0.7,0,0
"November 10, 2021",Huron Perth Health Unit,9,8,6.2,9,8,6.2,1,0.7,0,0,0,0
"November 11, 2021",Huron Perth Health Unit,2,8,1.4,11,8,7.5,0,0,0,0,0,0
"November 12, 2021",Huron Perth Health Unit,12,8,8.2,4,9,2.7,1,0.7,0,0,1,0.7
"November 13, 2021",Huron Perth Health Unit,4,8,2.7,8,8,5.5,0,0,1,0.7,1,0.7
"November 14, 2021",Huron Perth Health Unit,3,7,2.1,16,8,10.9,1,0.7,2,1.4,0,0
"November 15, 2021",Huron Perth Health Unit,6,7,4.1,1,9,0.7,1,0.7,0,0,0,0
"November 16, 2021",Huron Perth Health Unit,6,6,4.1,5,9,3.4,0,0,0,0,0,0
"November 17, 2021",Huron Perth Health Unit,6,6,4.1,10,8,6.8,0,0,1,0.7,0,0
"November 18, 2021",Huron Perth Health Unit,6,6,4.1,11,8,7.5,0,0,0,0,0,0
"November 19, 2021",Huron Perth Health Unit,8,6,5.5,2,8,1.4,0,0,0,0,0,0
"November 20, 2021",Huron Perth Health Unit,5,6,3.4,9,8,6.2,1,0.7,0,0,0,0
"November 21, 2021",Huron Perth Health Unit,6,6,4.1,6,8,4.1,0,0,1,0.7,0,0
"November 22, 2021",Huron Perth Health Unit,8,6,5.5,0,6,0,0,0,0,0,0,0
"November 23, 2021",Huron Perth Health Unit,6,6,4.1,5,6,3.4,0,0,2,1.4,0,0
"November 24, 2021",Huron Perth Health Unit,8,6,5.5,12,6,8.2,0,0,0,0,0,0
"November 25, 2021",Huron Perth Health Unit,12,7,8.2,10,6,6.8,0,0,0,0,0,0
"November 26, 2021",Huron Perth Health Unit,19,8,13,8,6,5.5,0,0,0,0,0,0
"November 27, 2021",Huron Perth Health Unit,10,9,6.8,9,7,6.2,3,2.1,0,0,1,0.7
"November 28, 2021",Huron Perth Health Unit,6,10,4.1,18,7,12.3,1,0.7,3,2.1,0,0
"November 29, 2021",Huron Perth Health Unit,6,10,4.1,4,9,2.7,2,1.4,0,0,0,0
"November 30, 2021",Huron Perth Health Unit,7,10,4.8,3,9,2.1,0,0,1,0.7,0,0
"December 1, 2021",Huron Perth Health Unit,19,10,13,15,9,10.3,1,0.7,0,0,0,0
"December 2, 2021",Huron Perth Health Unit,6,11,4.1,6,10,4.1,0,0,1,0.7,0,0
"December 3, 2021",Huron Perth Health Unit,14,10,9.6,10,9,6.8,0,0,0,0,0,0
"December 4, 2021",Huron Perth Health Unit,9,10,6.2,11,9,7.5,0,0,0,0,0,0
"December 5, 2021",Huron Perth Health Unit,11,10,7.5,9,10,6.2,0,0,2,1.4,0,0
"December 6, 2021",Huron Perth Health Unit,20,10,13.7,4,8,2.7,1,0.7,0,0,0,0
"December 7, 2021",Huron Perth Health Unit,13,12,8.9,6,8,4.1,0,0,0,0,0,0
"December 8, 2021",Huron Perth Health Unit,21,13,14.4,18,9,12.3,1,0.7,0,0,0,0
"December 9, 2021",Huron Perth Health Unit,15,13,10.3,14,9,9.6,1,0.7,0,0,0,0
"December 10, 2021",Huron Perth Health Unit,20,15,13.7,18,10,12.3,0,0,1,0.7,0,0
"December 11, 2021",Huron Perth Health Unit,14,16,9.6,21,11,14.4,1,0.7,0,0,0,0
"December 12, 2021",Huron Perth Health Unit,7,16,4.8,17,13,11.6,1,0.7,0,0,0,0
"December 13, 2021",Huron Perth Health Unit,25,16,17.1,4,14,2.7,2,1.4,0,0,0,0
"December 14, 2021",Huron Perth Health Unit,14,16,9.6,21,14,14.4,1,0.7,1,0.7,0,0
"December 15, 2021",Huron Perth Health Unit,22,17,15,28,16,19.1,0,0,3,2.1,0,0
"December 16, 2021",Huron Perth Health Unit,26,17,17.8,13,18,8.9,0,0,0,0,0,0
"December 17, 2021",Huron Perth Health Unit,26,18,17.8,9,17,6.2,1,0.7,0,0,0,0
"December 18, 2021",Huron Perth Health Unit,41,19,28,27,16,18.5,1,0.7,2,1.4,0,0
"December 19, 2021",Huron Perth Health Unit,42,23,28.7,6,17,4.1,1,0.7,0,0,0,0
"December 20, 2021",Huron Perth Health Unit,54,28,36.9,15,15,10.3,0,0,0,0,0,0
"December 21, 2021",Huron Perth Health Unit,57,32,39,27,17,18.5,2,1.4,0,0,1,0.7
"December 22, 2021",Huron Perth Health Unit,66,38,45.1,54,18,36.9,0,0,4,2.7,0,0
"December 23, 2021",Huron Perth Health Unit,50,45,34.2,45,22,30.8,1,0.7,3,2.1,2,1.4
"December 24, 2021",Huron Perth Health Unit,53,48,36.2,61,26,41.7,0,0,0,0,0,0
"December 25, 2021",Huron Perth Health Unit,26,52,17.8,79,34,54,0,0,0,0,1,0.7
"December 26, 2021",Huron Perth Health Unit,44,50,30.1,48,41,32.8,1,0.7,0,0,0,0
"December 27, 2021",Huron Perth Health Unit,57,50,39,30,47,20.5,0,0,0,0,0,0
"December 28, 2021",Huron Perth Health Unit,144,50,98.5,25,49,17.1,1,0.7,1,0.7,0,0
"December 29, 2021",Huron Perth Health Unit,201,63,137.4,79,49,54,1,0.7,0,0,0,0
"December 30, 2021",Huron Perth Health Unit,167,82,114.2,116,52,79.3,2,1.4,0,0,0,0
"December 31, 2021",Huron Perth Health Unit,102,99,69.7,137,63,93.7,0,0,3,2.1,0,0
"January 1, 2020",Huron Perth Health Unit,36,106,24.6,143,73,97.8,1,0.7,0,0,0,0
"January 2, 2022",Huron Perth Health Unit,38,107,26,158,83,108,1,0.7,0,0,1,0.7
"January 3, 2022",Huron Perth Health Unit,84,106,57.4,67,98,45.8,1,0.7,1,0.7,0,0
"January 4, 2022",Huron Perth Health Unit,55,110,37.6,26,104,17.8,1,0.7,0,0,0,0
"January 5, 2022",Huron Perth Health Unit,60,98,41,132,104,90.3,0,0,1,0.7,1,0.7
"January 6, 2022",Huron Perth Health Unit,50,77,34.2,58,111,39.7,4,2.7,0,0,0,0
"January 7, 2022",Huron Perth Health Unit,45,61,30.8,77,103,52.7,2,1.4,0,0,0,0
"January 8, 2022",Huron Perth Health Unit,23,53,15.7,40,94,27.4,0,0,1,0.7,1,0.7
"January 9, 2022",Huron Perth Health Unit,33,51,22.6,21,80,14.4,1,0.7,2,1.4,1,0.7
"January 10, 2022",Huron Perth Health Unit,38,50,26,24,60,16.4,1,0.7,3,2.1,0,0
"January 11, 2022",Huron Perth Health Unit,54,43,36.9,36,54,24.6,2,1.4,0,0,0,0
"January 12, 2022",Huron Perth Health Unit,34,43,23.2,70,55,47.9,0,0,1,0.7,0,0
"January 13, 2022",Huron Perth Health Unit,33,40,22.6,56,47,38.3,1,0.7,1,0.7,0,0
"January 14, 2022",Huron Perth Health Unit,37,37,25.3,37,46,25.3,0,0,3,2.1,0,0
"January 15, 2022",Huron Perth Health Unit,28,36,19.1,34,41,23.2,1,0.7,1,0.7,0,0
"January 16, 2022",Huron Perth Health Unit,28,37,19.1,22,40,15,0,0,1,0.7,0,0
"January 17, 2022",Huron Perth Health Unit,49,36,33.5,28,40,19.1,2,1.4,0,0,0,0
"January 18, 2022",Huron Perth Health Unit,53,38,36.2,50,40,34.2,0,0,0,0,0,0
"January 19, 2022",Huron Perth Health Unit,41,37,28,58,42,39.7,0,0,2,1.4,1,0.7
"January 20, 2022",Huron Perth Health Unit,31,38,21.2,45,41,30.8,1,0.7,0,0,0,0
"January 21, 2022",Huron Perth Health Unit,43,38,29.4,32,39,21.9,0,0,1,0.7,0,0
"January 22, 2022",Huron Perth Health Unit,28,39,19.1,50,38,34.2,1,0.7,1,0.7,1,0.7
"January 23, 2022",Huron Perth Health Unit,26,39,17.8,25,41,17.1,2,1.4,2,1.4,0,0
"January 24, 2022",Huron Perth Health Unit,34,39,23.2,27,41,18.5,1,0.7,1,0.7,0,0
"January 25, 2022",Huron Perth Health Unit,35,37,23.9,46,41,31.5,1,0.7,1,0.7,1,0.7
"January 26, 2022",Huron Perth Health Unit,50,34,34.2,38,40,26,1,0.7,2,1.4,0,0
"January 27, 2022",Huron Perth Health Unit,26,35,17.8,59,38,40.3,0,0,1,0.7,1,0.7
"January 28, 2022",Huron Perth Health Unit,32,35,21.9,22,40,15,0,0,0,0,1,0.7
"January 29, 2022",Huron Perth Health Unit,18,33,12.3,31,38,21.2,0,0,0,0,1,0.7
"January 30, 2022",Huron Perth Health Unit,29,32,19.8,18,35,12.3,1,0.7,0,0,1,0.7
"January 31, 2022",Huron Perth Health Unit,38,32,26,13,34,8.9,0,0,0,0,0,0
"February 1, 2022",Huron Perth Health Unit,35,33,23.9,54,32,36.9,1,0.7,2,1.4,1,0.7
"February 2, 2022",Huron Perth Health Unit,41,33,28,34,34,23.2,0,0,0,0,0,0
"February 3, 2022",Huron Perth Health Unit,20,31,13.7,46,33,31.5,1,0.7,0,0,2,1.4
"February 4, 2022",Huron Perth Health Unit,21,30,14.4,18,31,12.3,0,0,2,1.4,2,1.4
"February 5, 2022",Huron Perth Health Unit,14,29,9.6,25,31,17.1,1,0.7,0,0,0,0
"February 6, 2022",Huron Perth Health Unit,16,28,10.9,17,30,11.6,0,0,0,0,0,0
"February 7, 2022",Huron Perth Health Unit,35,26,23.9,10,30,6.8,1,0.7,0,0,0,0
"February 8, 2022",Huron Perth Health Unit,17,26,11.6,41,29,28,0,0,1,0.7,1,0.7
"February 9, 2022",Huron Perth Health Unit,30,23,20.5,28,27,19.1,1,0.7,1,0.7,0,0
"February 10, 2022",Huron Perth Health Unit,19,22,13,33,26,22.6,1,0.7,1,0.7,0,0
"February 11, 2022",Huron Perth Health Unit,19,22,13,28,25,19.1,0,0,0,0,0,0
"February 12, 2022",Huron Perth Health Unit,8,21,5.5,14,26,9.6,1,0.7,0,0,1,0.7
"February 13, 2022",Huron Perth Health Unit,25,21,17.1,10,24,6.8,4,2.7,0,0,0,0
"February 14, 2022",Huron Perth Health Unit,25,22,17.1,16,23,10.9,0,0,3,2.1,0,0
"February 15, 2022",Huron Perth Health Unit,15,20,10.3,28,24,19.1,0,0,1,0.7,0,0
"February 16, 2022",Huron Perth Health Unit,20,20,13.7,20,22,13.7,2,1.4,0,0,0,0
"February 17, 2022",Huron Perth Health Unit,13,19,8.9,19,21,13,1,0.7,1,0.7,0,0
"February 18, 2022",Huron Perth Health Unit,12,18,8.2,9,19,6.2,0,0,0,0,0,0
"February 19, 2022",Huron Perth Health Unit,15,17,10.3,23,17,15.7,0,0,1,0.7,0,0
"February 20, 2022",Huron Perth Health Unit,13,18,8.9,6,18,4.1,0,0,0,0,0,0
"February 21, 2022",Huron Perth Health Unit,15,16,10.3,12,17,8.2,1,0.7,1,0.7,0,0
"February 22, 2022",Huron Perth Health Unit,15,15,10.3,13,17,8.9,0,0,1,0.7,0,0
"February 23, 2022",Huron Perth Health Unit,10,15,6.8,15,15,10.3,0,0,1,0.7,0,0
"February 24, 2022",Huron Perth Health Unit,14,13,9.6,22,14,15,0,0,0,0,0,0
"February 25, 2022",Huron Perth Health Unit,6,13,4.1,15,14,10.3,0,0,0,0,1,0.7
"February 26, 2022",Huron Perth Health Unit,9,13,6.2,15,15,10.3,0,0,0,0,0,0
"February 27, 2022",Huron Perth Health Unit,16,12,10.9,4,14,2.7,1,0.7,0,0,0,0
"February 28, 2022",Huron Perth Health Unit,15,12,10.3,3,14,2.1,0,0,1,0.7,0,0
"March 1, 2022",Huron Perth Health Unit,12,12,8.2,26,12,17.8,0,0,1,0.7,0,0
"March 2, 2022",Huron Perth Health Unit,19,12,13,13,14,8.9,0,0,0,0,1,0.7
"March 3, 2022",Huron Perth Health Unit,12,13,8.2,18,14,12.3,0,0,1,0.7,0,0
"March 4, 2022",Huron Perth Health Unit,8,13,5.5,13,13,8.9,0,0,0,0,0,0
"March 5, 2022",Huron Perth Health Unit,14,13,9.6,12,13,8.2,0,0,0,0,0,0
"March 6, 2022",Huron Perth Health Unit,14,14,9.6,4,13,2.7,0,0,0,0,0,0
"March 7, 2022",Huron Perth Health Unit,18,13,12.3,5,13,3.4,0,0,0,0,0,0
"March 8, 2022",Huron Perth Health Unit,17,14,11.6,30,13,20.5,1,0.7,0,0,0,0
"March 9, 2022",Huron Perth Health Unit,14,15,9.6,9,14,6.2,0,0,0,0,0,0
"March 10, 2022",Huron Perth Health Unit,15,14,10.3,13,13,8.9,0,0,0,0,0,0
"March 11, 2022",Huron Perth Health Unit,19,14,13,13,12,8.9,0,0,1,0.7,0,0
"March 12, 2022",Huron Perth Health Unit,20,16,13.7,34,12,23.2,0,0,0,0,0,0
"March 13, 2022",Huron Perth Health Unit,14,17,9.6,10,15,6.8,2,1.4,0,0,1,0.7
"March 14, 2022",Huron Perth Health Unit,18,17,12.3,12,16,8.2,0,0,0,0,0,0
"March 15, 2022",Huron Perth Health Unit,16,17,10.9,16,17,10.9,1,0.7,0,0,0,0
"March 16, 2022",Huron Perth Health Unit,33,17,22.6,16,15,10.9,0,0,0,0,0,0
"March 17, 2022",Huron Perth Health Unit,21,19,14.4,37,16,25.3,0,0,1,0.7,0,0
"March 18, 2022",Huron Perth Health Unit,13,20,8.9,17,20,11.6,0,0,0,0,0,0
"March 19, 2022",Huron Perth Health Unit,17,19,11.6,22,20,15,0,0,0,0,0,0
"March 20, 2022",Huron Perth Health Unit,18,19,12.3,10,19,6.8,0,0,0,0,1,0.7
"March 21, 2022",Huron Perth Health Unit,40,19,27.4,9,19,6.2,0,0,0,0,0,0
"March 22, 2022",Huron Perth Health Unit,29,23,19.8,43,18,29.4,1,0.7,0,0,0,0
"March 23, 2022",Huron Perth Health Unit,26,24,17.8,36,22,24.6,2,1.4,0,0,0,0
"March 24, 2022",Huron Perth Health Unit,18,23,12.3,25,25,17.1,0,0,1,0.7,0,0
"March 25, 2022",Huron Perth Health Unit,18,23,12.3,20,23,13.7,1,0.7,1,0.7,0,0
"March 26, 2022",Huron Perth Health Unit,12,24,8.2,25,24,17.1,1,0.7,0,0,0,0
"March 27, 2022",Huron Perth Health Unit,10,23,6.8,10,24,6.8,0,0,1,0.7,0,0
"March 28, 2022",Huron Perth Health Unit,36,22,24.6,12,24,8.2,0,0,0,0,1,0.7
"March 29, 2022",Huron Perth Health Unit,30,21,20.5,21,24,14.4,0,0,1,0.7,0,0
"March 30, 2022",Huron Perth Health Unit,20,21,13.7,34,21,23.2,1,0.7,0,0,1,0.7
"March 31, 2022",Huron Perth Health Unit,18,21,12.3,23,21,15.7,0,0,1,0.7,0,0
"April 1, 2022",Huron Perth Health Unit,25,21,17.1,20,21,13.7,2,1.4,1,0.7,1,0.7
"April 2, 2022",Huron Perth Health Unit,8,22,5.5,23,21,15.7,0,0,1,0.7,0,0
"April 3, 2022",Huron Perth Health Unit,12,21,8.2,11,20,7.5,1,0.7,0,0,0,0
"April 4, 2022",Huron Perth Health Unit,29,21,19.8,15,21,10.3,0,0,2,1.4,0,0
"April 5, 2022",Huron Perth Health Unit,15,20,10.3,33,21,22.6,0,0,2,1.4,1,0.7
"April 6, 2022",Huron Perth Health Unit,7,18,4.8,38,23,26,0,0,0,0,0,0
"April 7, 2022",Huron Perth Health Unit,0,16,0,10,23,6.8,0,0,0,0,0,0
"January 15, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,-,0,0,-,0,0,0,0,0,0,0
"January 16, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,-,0,0,-,0,0,0,0,0,0,0
"January 17, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,-,0,0,-,0,0,0,0,0,0,0
"January 18, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,-,0,0,-,0,0,0,0,0,0,0
"January 19, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,-,0,0,-,0,0,0,0,0,0,0
"January 20, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,-,0,0,-,0,0,0,0,0,0,0
"January 21, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,-,0,0,-,0,0,0,0,0,0,0
"January 22, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 23, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 24, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 25, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 26, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 27, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 28, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 29, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 30, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"January 31, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 1, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 2, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 3, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 4, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 5, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 6, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 7, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 8, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 9, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 10, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 11, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 12, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 13, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 14, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 15, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 16, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 17, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 18, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 19, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 20, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 21, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 22, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 23, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 24, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 25, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 26, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 27, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 28, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"February 29, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 1, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 2, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 3, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 4, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 5, 2020","Kingston, Frontenac and Lennox & Addington Public Health",1,0,0.5,0,0,0,1,0.5,0,0,0,0
"March 6, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 7, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 8, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 9, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
"March 10, 2020","Kingston, Frontenac and Lennox & Addington Public Health",0,0,0,0,0,0,0,0,0,0,0,0
