"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Saskatchewan","2016A000247","Males","70 to 74 years","Persons","249","units","0","v469459","9.2.86","17529","","","","0"
"2016","Saskatchewan","2016A000247","Males","70 to 74 years","Persons","249","units","0","v469459","9.2.86","18268","","","","0"
"2017","Saskatchewan","2016A000247","Males","70 to 74 years","Persons","249","units","0","v469459","9.2.86","19532","","","","0"
"2018","Saskatchewan","2016A000247","Males","70 to 74 years","Persons","249","units","0","v469459","9.2.86","20545","","","","0"
"2019","Saskatchewan","2016A000247","Males","70 to 74 years","Persons","249","units","0","v469459","9.2.86","21680","","","","0"
"2020","Saskatchewan","2016A000247","Males","70 to 74 years","Persons","249","units","0","v469459","9.2.86","22832","","","","0"
"2021","Saskatchewan","2016A000247","Males","70 to 74 years","Persons","249","units","0","v469459","9.2.86","23912","","","","0"
"2010","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","13137","","","","0"
"2011","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","13025","","","","0"
"2012","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","12946","","","","0"
"2013","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","12912","","","","0"
"2014","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","12929","","","","0"
"2015","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","12995","","","","0"
"2016","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","13244","","","","0"
"2017","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","13509","","","","0"
"2018","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","14019","","","","0"
"2019","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","14472","","","","0"
"2020","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","15002","","","","0"
"2021","Saskatchewan","2016A000247","Males","75 to 79 years","Persons","249","units","0","v469462","9.2.87","15616","","","","0"
"2010","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9986","","","","0"
"2011","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","10056","","","","0"
"2012","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","10059","","","","0"
"2013","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9933","","","","0"
"2014","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9898","","","","0"
"2015","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9870","","","","0"
"2016","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9768","","","","0"
"2017","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9705","","","","0"
"2018","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9720","","","","0"
"2019","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9796","","","","0"
"2020","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","9947","","","","0"
"2021","Saskatchewan","2016A000247","Males","80 to 84 years","Persons","249","units","0","v469465","9.2.88","10101","","","","0"
"2010","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","5774","","","","0"
"2011","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","5748","","","","0"
"2012","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","5846","","","","0"
"2013","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","5993","","","","0"
"2014","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6055","","","","0"
"2015","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6153","","","","0"
"2016","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6220","","","","0"
"2017","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6245","","","","0"
"2018","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6227","","","","0"
"2019","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6252","","","","0"
"2020","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6227","","","","0"
"2021","Saskatchewan","2016A000247","Males","85 to 89 years","Persons","249","units","0","v469468","9.2.89","6157","","","","0"
"2010","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2038","","","","0"
"2011","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2130","","","","0"
"2012","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2247","","","","0"
"2013","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2339","","","","0"
"2014","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2437","","","","0"
"2015","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2514","","","","0"
"2016","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2613","","","","0"
"2017","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2688","","","","0"
"2018","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2778","","","","0"
"2019","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2817","","","","0"
"2020","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2922","","","","0"
"2021","Saskatchewan","2016A000247","Males","90 to 94 years","Persons","249","units","0","v31226849","9.2.126","2778","","","","0"
"2010","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","480","","","","0"
"2011","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","494","","","","0"
"2012","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","488","","","","0"
"2013","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","460","","","","0"
"2014","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","482","","","","0"
"2015","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","509","","","","0"
"2016","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","592","","","","0"
"2017","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","650","","","","0"
"2018","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","683","","","","0"
"2019","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","708","","","","0"
"2020","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","733","","","","0"
"2021","Saskatchewan","2016A000247","Males","95 to 99 years","Persons","249","units","0","v31226855","9.2.132","671","","","","0"
"2010","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","45","","","","0"
"2011","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","59","","","","0"
"2012","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","71","","","","0"
"2013","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","70","","","","0"
"2014","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","67","","","","0"
"2015","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","68","","","","0"
"2016","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","58","","","","0"
"2017","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","60","","","","0"
"2018","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","66","","","","0"
"2019","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","87","","","","0"
"2020","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","97","","","","0"
"2021","Saskatchewan","2016A000247","Males","100 years and over","Persons","249","units","0","v31226861","9.2.138","113","","","","0"
"2010","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","525716","","","","0"
"2011","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","531354","","","","0"
"2012","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","539215","","","","0"
"2013","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","546162","","","","0"
"2014","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","552133","","","","0"
"2015","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","556351","","","","0"
"2016","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","563835","","","","0"
"2017","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","570832","","","","0"
"2018","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","576540","","","","0"
"2019","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","581754","","","","0"
"2020","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","585334","","","","0"
"2021","Saskatchewan","2016A000247","Females","All ages","Persons","249","units","0","v469190","9.3.1","585844","","","","0"
"2010","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","33322","","","","0"
"2011","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","34133","","","","0"
"2012","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","35175","","","","0"
"2013","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","35697","","","","0"
"2014","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","36256","","","","0"
"2015","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","36661","","","","0"
"2016","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","37413","","","","0"
"2017","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","37919","","","","0"
"2018","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","38194","","","","0"
"2019","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","37696","","","","0"
"2020","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","37032","","","","0"
"2021","Saskatchewan","2016A000247","Females","0 to 4 years","Persons","249","units","0","v469406","9.3.7","35801","","","","0"
"2010","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","30450","","","","0"
"2011","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","31047","","","","0"
"2012","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","32310","","","","0"
"2013","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","33659","","","","0"
"2014","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","34628","","","","0"
"2015","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","35826","","","","0"
"2016","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","36914","","","","0"
"2017","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","37497","","","","0"
"2018","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","37795","","","","0"
"2019","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","38253","","","","0"
"2020","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","38386","","","","0"
"2021","Saskatchewan","2016A000247","Females","5 to 9 years","Persons","249","units","0","v469220","9.3.13","38530","","","","0"
"2010","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","32594","","","","0"
"2011","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","32318","","","","0"
"2012","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","32367","","","","0"
"2013","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","32525","","","","0"
"2014","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","33010","","","","0"
"2015","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","33001","","","","0"
"2016","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","33858","","","","0"
"2017","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","34739","","","","0"
"2018","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","35861","","","","0"
"2019","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","36740","","","","0"
"2020","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","37774","","","","0"
"2021","Saskatchewan","2016A000247","Females","10 to 14 years","Persons","249","units","0","v469238","9.3.19","38201","","","","0"
"2010","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","35943","","","","0"
"2011","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","35162","","","","0"
"2012","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34659","","","","0"
"2013","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34269","","","","0"
"2014","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34035","","","","0"
"2015","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","33988","","","","0"
"2016","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34194","","","","0"
"2017","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34309","","","","0"
"2018","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34449","","","","0"
"2019","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34738","","","","0"
"2020","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34677","","","","0"
"2021","Saskatchewan","2016A000247","Females","15 to 19 years","Persons","249","units","0","v469259","9.3.25","34761","","","","0"
"2010","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","38591","","","","0"
"2011","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","38777","","","","0"
"2012","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","38282","","","","0"
"2013","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","38035","","","","0"
"2014","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","37247","","","","0"
"2015","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","36292","","","","0"
"2016","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","35641","","","","0"
"2017","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","35331","","","","0"
"2018","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","35125","","","","0"
"2019","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","35412","","","","0"
"2020","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","35640","","","","0"
"2021","Saskatchewan","2016A000247","Females","20 to 24 years","Persons","249","units","0","v469280","9.3.31","35763","","","","0"
"2010","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","37093","","","","0"
"2011","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","38661","","","","0"
"2012","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","39802","","","","0"
"2013","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","40116","","","","0"
"2014","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","40331","","","","0"
"2015","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","40249","","","","0"
"2016","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","40344","","","","0"
"2017","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","40217","","","","0"
"2018","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","39549","","","","0"
"2019","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","38549","","","","0"
"2020","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","37311","","","","0"
"2021","Saskatchewan","2016A000247","Females","25 to 29 years","Persons","249","units","0","v469298","9.3.37","35811","","","","0"
"2010","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","32438","","","","0"
"2011","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","33293","","","","0"
"2012","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","35167","","","","0"
"2013","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","37278","","","","0"
"2014","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","38865","","","","0"
"2015","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","39755","","","","0"
"2016","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","40867","","","","0"
"2017","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","41912","","","","0"
"2018","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","42103","","","","0"
"2019","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","42230","","","","0"
"2020","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","42090","","","","0"
"2021","Saskatchewan","2016A000247","Females","30 to 34 years","Persons","249","units","0","v469319","9.3.43","41153","","","","0"
"2010","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","30431","","","","0"
"2011","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","31159","","","","0"
"2012","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","32273","","","","0"
"2013","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","33181","","","","0"
"2014","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","34492","","","","0"
"2015","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","35630","","","","0"
"2016","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","37107","","","","0"
"2017","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","38470","","","","0"
"2018","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","40158","","","","0"
"2019","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","41496","","","","0"
"2020","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","42666","","","","0"
"2021","Saskatchewan","2016A000247","Females","35 to 39 years","Persons","249","units","0","v469337","9.3.49","43397","","","","0"
"2010","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","31147","","","","0"
"2011","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","30964","","","","0"
"2012","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","31407","","","","0"
"2013","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","31964","","","","0"
"2014","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","32255","","","","0"
"2015","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","32586","","","","0"
"2016","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","33379","","","","0"
"2017","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","34271","","","","0"
"2018","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","34995","","","","0"
"2019","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","36070","","","","0"
"2020","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","37226","","","","0"
"2021","Saskatchewan","2016A000247","Females","40 to 44 years","Persons","249","units","0","v469358","9.3.55","38128","","","","0"
"2010","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","38618","","","","0"
"2011","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","37623","","","","0"
"2012","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","36285","","","","0"
"2013","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","34655","","","","0"
"2014","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","33309","","","","0"
"2015","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","32258","","","","0"
"2016","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","32136","","","","0"
"2017","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","32357","","","","0"
"2018","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","32799","","","","0"
"2019","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","33010","","","","0"
"2020","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","33142","","","","0"
"2021","Saskatchewan","2016A000247","Females","45 to 49 years","Persons","249","units","0","v469379","9.3.61","33390","","","","0"
"2010","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","38530","","","","0"
"2011","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","38660","","","","0"
"2012","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","38998","","","","0"
"2013","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","39351","","","","0"
"2014","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","39442","","","","0"
"2015","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","38957","","","","0"
"2016","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","37904","","","","0"
"2017","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","36320","","","","0"
"2018","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","34506","","","","0"
"2019","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","32986","","","","0"
"2020","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","32122","","","","0"
"2021","Saskatchewan","2016A000247","Females","50 to 54 years","Persons","249","units","0","v469397","9.3.67","31880","","","","0"
"2010","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","33658","","","","0"
"2011","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","35025","","","","0"
"2012","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","36222","","","","0"
"2013","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","37144","","","","0"
"2014","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","37641","","","","0"
"2015","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","37878","","","","0"
"2016","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","38051","","","","0"
"2017","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","38285","","","","0"
"2018","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","38569","","","","0"
"2019","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","38639","","","","0"
"2020","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","37980","","","","0"
"2021","Saskatchewan","2016A000247","Females","55 to 59 years","Persons","249","units","0","v469418","9.3.73","36843","","","","0"
"2010","Saskatchewan","2016A000247","Females","60 to 64 years","Persons","249","units","0","v469436","9.3.79","27498","","","","0"
"2011","Saskatchewan","2016A000247","Females","60 to 64 years","Persons","249","units","0","v469436","9.3.79","28704","","","","0"
"2012","Saskatchewan","2016A000247","Females","60 to 64 years","Persons","249","units","0","v469436","9.3.79","29079","","","","0"
"2013","Saskatchewan","2016A000247","Females","60 to 64 years","Persons","249","units","0","v469436","9.3.79","29877","","","","0"
"2014","Saskatchewan","2016A000247","Females","60 to 64 years","Persons","249","units","0","v469436","9.3.79","31134","","","","0"
